Tourism Regulatory Authority-Nakuru	r.tra-nakuru.a.kenet.or.ke
Tourism Regulatory Authority-Nyeri	r.tra-nyeri.m.kenet.or.ke
Tourism Research Institute	r.tri.n.kenet.or.ke
Tseikuru Technical Training Institute	r.tseikuru-tti.n.kenet.or.ke
Turbo TVC	r.turbo-tvc.e.kenet.or.ke
Turkana University College	r.turkana.e.kenet.or.ke
TVET-CDACC	r.tvet-cdacc.n.kenet.or.ke
Umma Liason Office	r.umma-liaison-office.n.kenet.or.ke
Umma University TVET institute/Umma Thika	r.umma-thika.n.kenet.or.ke
Umma University-Garissa Campus	r.umma-garissa.n.kenet.or.ke
Umma University-Kajiado Campus	r.umma-kajiado.n.kenet.or.ke
United States International University -Africa	r.usiu.n.kenet.or.ke
University of EA - Baraton	r.ueab-main.e.kenet.or.ke
University of Eldoret - Eldoret campus	r.uoe-eld-town.e.kenet.or.ke
University of Eldoret - Main	r.chep.e.kenet.or.ke
University of Eldoret - Nairobi	r.uoe-nrb.n.kenet.or.ke
University of Kabianga  - Kapkatet	r.kabianga-kapkatet.a.kenet.or.ke
University of Kabianga  - Main	r.kabianga.a.kenet.or.ke
University of Kabianga  - Sotik	r.kabianga-sotik.a.kenet.or.ke
University of Kabianga  -Kericho	r.kabianga-kericho.a.kenet.or.ke
UON Upper Kabete	r.uon-ukabete.n.kenet.or.ke
UON VC	r.uon-vc.n.kenet.or.ke
Wote TTI	r.wote-tti.n.kenet.or.ke
Zetech Main	r.zetech-main.n.kenet.or.ke
Zetech Mangu	r.zetech-mangu.n.kenet.or.ke
Zetech Pioneer	r.zetech-pioneer.n.kenet.or.ke
Zetech Stanbank	r.zetech-stanbank.n.kenet.or.ke
[Wildlife Research & Training Inst] Kenya Wildlife Service Training Institute - KWSTI	r.kwsti-naiv.a.kenet.or.ke
